"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"3271","6118000011118","MYCOSTER 1 % , Crème","https://medicament.ma/image/15791/","Tube de 30 g","1 %","MAPHAR","Ciclopirox Olamine","Antifongique","Commercialisé","D01AE14","42.20","26.40","Aucun","Dermatoses surinfectées ou non par des bactéries :- dermatophytoses à trichophyton,- épidermophyton, microsporum en dehors des teignes,- candidoses cutanées,- pityriasis versicolor.Onychomycoses à dermatophytes.","0","13","https://medicament.ma/medicament/mycoster-001-creme/"
"3272","6118000011125","MYCOSTER 1 %, Solution pour application locale","https://medicament.ma/image/15791/","Flacon de 30 ml","1 %","MAPHAR","Ciclopirox Olamine","Antifongique","Commercialisé","D01AE14","40.70","25.40","Aucun","Dermatoses surinfectées ou non par des bactéries :- dermatophytoses à trichophyton,- épidermophyton, microsporum en dehors des teignes,- candidoses cutanées,- pityriasis versicolor.Onychomycoses à dermatophytes.","0","13","https://medicament.ma/medicament/mycoster-001-solution-pour-application-locale/"
"3274","6118001260850","MYDOFLEX 150 MG, Comprimé pelliculé [P]","https://medicament.ma/image/15791/","Boite de 30","150 MG","PROMOPHARM (HIKMA)","Tolpérisone","Myorelaxant d'action centrale","Commercialisé","M03BX04","87.90","54.90","A","Spasmes musculaires lors d'affections douloureuses d'origine musculo-squelettique.Hypertonie de la musculature squelettique associée à une affection neurologique.","0","23","https://medicament.ma/medicament/mydoflex-150-mg-comprime-pellicule/"
"3276","6118001030880","MYFORTIC 360 MG, Comprimé pelliculé gastro-résistant","https://medicament.ma/image/15791/","Boite 120","360 MG","NOVARTIS PHARMA MAROC","Acide mycophenolique","IMMUNOSUPPRESSEUR","Commercialisé","L04AA06","2265.00","1920.00","A","Myfortic est indiqué, en association avec la ciclosporine et les corticoïdes, pour la prévention du rejet aigu d'organe chez les patients adultes ayant bénéficié d'une allogreffe rénale.","0","30","https://medicament.ma/medicament/myforticcomprime/"
"3277","6118001430215","MYHEP ALL 400 MG / 100 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boite de 28","400 MG / 100 MG","VIATRIS PHARMACEUTICALS","Sofosbuvir | Velpatasvir","Antiviraux à usage systémique ; Antiviral à action directe","Commercialisé","J05AP55","4395.00","4112.00","A","Epclusa est indiqué pour le traitement de l’infection chronique par le virus de l’hépatite C (VHC) chez les adultes","0","29","https://medicament.ma/medicament/myhep-all-400-mg-100-mg-comprime-pellicule/"
"3278","6118000120414","MYK 1 %, Crème","https://medicament.ma/image/15791/","Tube de 15 g","1 %","POLYMEDIC","Sulconazole","Antifongique","Commercialisé","D01AC09","37.00","23.10","A","Indications d’utilisationIntertrigo candidosique génitocruralIntertrigo candidosique analIntertrigo candidosique périanalDermatophytie de la peau glabreHerpès circinéIntertrigo dermatophytique génital et cruralEczéma marginé de HébraPied d'athlèteSycosisKérionPityriasis versicolorErythrasma","0","30","https://medicament.ma/medicament/myk-1-creme/"
"3279","6118000120421","MYK 1 %, Solution pour application locale","https://medicament.ma/image/15791/","Flacon 30 ml","1 %","POLYMEDIC","Sulconazole","Antifongique","Commercialisé","D01AC09","60.30","37.70","A","Indications d’utilisationIntertrigo candidosique génitocruralIntertrigo candidosique analIntertrigo candidosique périanalDermatophytie de la peau glabreHerpès circinéIntertrigo dermatophytique génital et cruralEczéma marginé de HébraPied d'athlèteSycosisKérionPityriasis versicolorErythrasma","0","41","https://medicament.ma/medicament/myk-1-solution-pour-application-locale/"
"3280","6118000241263","MYNAZOL 150 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 1","150 MG","PROMOPHARM (HIKMA)","Fluconazole","Antifongique","Commercialisé","J02AC01","22.40","14.00","A","Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire).Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités.Candidose vaginale aiguë ou récidivante.Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie.Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor.L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement.Candidémie.Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison.Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée).Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole.Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent.","0","6","https://medicament.ma/medicament/mynazol-150-mg-gelule/"
"3281","6118000241768","MYNAZOL 150 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 4","150 MG","PROMOPHARM (HIKMA)","Fluconazole","Antifongique","Commercialisé","J02AC01","70.40","44.00","A","Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire).Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités.Candidose vaginale aiguë ou récidivante.Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie.Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor.L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement.Candidémie.Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison.Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée).Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole.Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent.","0","18","https://medicament.ma/medicament/mynazol-150-mg-gelule-3/"
"3282","6118000242017","MYNAZOL 150 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 8","150 MG","PROMOPHARM (HIKMA)","Fluconazole","Antifongique","Commercialisé","J02AC01","107.50","67.20","A","Candidoses des muqueuses. Celles-ci comprennent l'infection de l'oropharynx et de l'œsophage ainsi que les candidoses mucocutanées et les candidoses buccales atrophiques chroniques (irritation chez les porteurs de prothèse dentaire).Aussi bien les patients sans affections associées que les patients immunodéficients peuvent être traités.Candidose vaginale aiguë ou récidivante.Prophylaxie des infections à Candida chez les patients atteints de tumeurs malignes et prédisposés à ce type d'infections en raison d'une chimiothérapie anticancéreuse ou d'une radiothérapie.Dermatomycoses, y compris Tinea pedis, Tinea corporis, Tinea cruris, infections cutanées à Candida ainsi que Pityriasis versicolor.L'utilisation dans le traitement de l'onychomycose n'est pas documentée cliniquement.Candidémie.Cryptococcose méningée et prophylaxie des récidives de cette maladie chez les patients sidéens. Chez certains patients atteints de cryptococcose méningée, l'effet antifongique du fluconazole se développe plus lentement que celui de l'amphotéricine B ou de l'association d'amphotéricine B et de flucytosine, mais il n'existe cependant pas de différence significative par rapport au taux de guérison.Le fluconazole peut également être utilisé pour traiter d'autres cryptococcoses (par exemple pulmonaire ou cutanée).Les patients sans maladies associées, les patients sidéens, les transplantés et les autres patients immunosupprimés peuvent également être traités par fluconazole.Le fluconazole ne doit pas être utilisé pour le traitement de la teigne (tinea capitis) chez l'enfant et l'adolescent.","0","1","https://medicament.ma/medicament/mynazol-150-mg-gelule-4/"
"3286","6118001290024","MYRIN 100 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boite de 30","100 MG","GENERATION SANTE","Thalidomide","Antinéoplasique et immunomodulateur","Commercialisé","L04AX02","1584.00","1322.00","A","Thalidomide est indiqué, en association au melphalan et à la prednisone, pour le traitement de première ligne des patients âgés de plus de 65 ans présentant un myélome multiple non traité ou présentant une contre-indication à la chimiothérapie à haute dose.Thalidomide doit être prescrit et délivré conformément au Programme de Prévention de la Grossesse relatif au thalidomide.","0","10","https://medicament.ma/medicament/myrin-100mg-comprime/"
"3287","6118001290017","MYRIN 50 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boite de 30","50 MG","GENERATION SANTE","Thalidomide","Antinéoplasique et immunomodulateur","Commercialisé","L04AX02","1346.00","1077.00","A","Thalidomide est indiqué, en association au melphalan et à la prednisone, pour le traitement de première ligne des patients âgés de plus de 65 ans présentant un myélome multiple non traité ou présentant une contre-indication à la chimiothérapie à haute dose.Thalidomide doit être prescrit et délivré conformément au Programme de Prévention de la Grossesse relatif au thalidomide.","0","37","https://medicament.ma/medicament/myrin-50mg-comprime/"
"3288","6118001081240","MYTELASE 10 MG, Comprimé","https://medicament.ma/image/15791/","Flacon de 50","10 MG","MAPHAR","Ambénonium","Parasympathomimétique  anticholinestérasique","Commercialisé","N07AA30","75.70","47.30","A","Myasthénie.","0","23","https://medicament.ma/medicament/mytelase-10mg-comprime/"
"3292","6118000021711","NALGESIC 300 MG , Comprimé pelliculé","https://medicament.ma/image/15791/","Boîte de 36",NULL,"SOTHEMA","Fénoprofène","Anti-inflammatoire non stéroïdien","Commercialisé","M01AE04","71.50","44.70","C",NULL,"0","23","https://medicament.ma/medicament/nalgesic-300-mg-comprime-pellicule-2/"
"3293","6118000020240","NALGESIC 300 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boîte de 12","300 MG","SOTHEMA","Fénoprofène","Anti-inflammatoire non stéroïdien","Commercialisé","M01AE04","28.60","17.90","C",NULL,"0","8","https://medicament.ma/medicament/nalgesic-300-mg-comprime-pellicule/"
"3299","6118001080816","NASACORT 55 µg, Spray","https://medicament.ma/image/15791/","Flacon de 120 doses","55 µg","MAPHAR","Triamcinolone","Rhinologie, corticostéroïde","Commercialisé","R01AD11","100.40","62.70","A","NASACORT est indiqué dans le traitement des symptômes de la rhinite allergique saisonnière et perannuelle de l’adulte et de l’enfant de 2 ans et plus.","0","19","https://medicament.ma/medicament/nasacort-55%c2%b5g-spray/"
"3300","6118001150199","NASONEX 50 µg / dose, Suspension pour pulvérisation nasale","https://medicament.ma/image/15791/","Flacon de 120 doses","50 µg / dose","MSD MAROC","Mometasone","Rhinologie, corticostéroïde","Commercialisé","R01AD02","123.10","76.90","A","La mometason est indiquée chez les adultes et les enfants à partir de 3 ans en traitement symptomatique de la rhinite allergique saisonnière ou de la rhinite perannuelle.En pulvérisation nasale elle est aussi est indiquée dans le traitement de la polypose nasale chez les adultes à partir de 18 ans.","0","9","https://medicament.ma/medicament/nasonex-50-%c2%b5gdose-suspension-pour-pulverisation-nasale-2/"
"3301","6118001150205","NASONEX 50 µg / dose, Suspension pour pulvérisation nasale","https://medicament.ma/image/15791/","Flacon de 40 doses","50 µg / dose","MSD MAROC","Mometasone","Rhinologie, corticostéroïde","Commercialisé","R01AD09","46.80","29.20","A","La mometason est indiquée chez les adultes et les enfants à partir de 3 ans en traitement symptomatique de la rhinite allergique saisonnière ou de la rhinite perannuelle.En pulvérisation nasale elle est aussi est indiquée dans le traitement de la polypose nasale chez les adultes à partir de 18 ans.","0","52","https://medicament.ma/medicament/nasonex-50-%c2%b5gdose-suspension-pour-pulverisation-nasale/"
"3302","6118001040148","NATISPRAY, Aerosol","https://medicament.ma/image/15791/","Flacon de 18 ml / 300 Doses","0.3 MG / DOSE","BOTTU S.A.","Trinitrine","Antiangoreux vasodilatateur","Commercialisé","C01DA02","69.30","43.30","A","Angor· Traitement curatif de la crise d’angor.· Traitement préventif à très court terme (ou précritique) de la crise d’angor.","0","16","https://medicament.ma/medicament/natispray-03-mgdose-aerosol/"
"3303","6118001130191","NATRIXAM 1.5 MG / 10 MG, Comprimé à libération modifiée","https://medicament.ma/image/15791/","Boite de 30",NULL,"SERVIER MAROC","Indapamide | Amlodipine","Association d'un diurétique et d'un inhibiteur calcique, dérivé de la dihydropyridine","Commercialisé",NULL,"87.50","54.70","A","Natrixam est indiqué pour le traitement de l'hypertension artérielle essentielle, en substitution, chez les patients déjà contrôlés avec Indapamide et Amlodipine pris simultanément à la même posologie.","0","18","https://medicament.ma/medicament/natrixam-1-5-mg-10-mg-comprime-a-liberation-modifiee/"
"3304","6118001130184","NATRIXAM 1.5 MG / 5 MG, Comprimé à libération modifiée","https://medicament.ma/image/15791/","Boite de 30",NULL,"SERVIER MAROC","Indapamide | Amlodipine","Association d'un diurétique et d'un inhibiteur calcique, dérivé de la dihydropyridine","Commercialisé",NULL,"79.90","49.90","A","Natrixam est indiqué pour le traitement de l'hypertension artérielle essentielle, en substitution, chez les patients déjà contrôlés avec Indapamide et Amlodipine pris simultanément à la même posologie.","0","21","https://medicament.ma/medicament/natrixam-1-5-mg-5-mg-comprime/"
"3305","6118000095828","NAUREUS 0.5 MG / ML, Solution buvable","https://medicament.ma/image/15791/","Flacon de 60 ml","0.5 MG / ML","PHARMA5","Désloratadine","Antihistaminique","Commercialisé","R06AX27","23.40","14.60","C","Traitement symptomatique de la rhinite allergique.Traitement symptomatique de l'urticaire.","0","4","https://medicament.ma/medicament/naureus-0-5-mg-ml-solution-buvable/"
"3306","6118000095521","NAUREUS 5 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boite de 30","5 MG","PHARMA5","Désloratadine","Antihistaminique","Commercialisé","R06AX27","70.00","43.70","C","Traitement symptomatique de la rhinite allergique.Traitement symptomatique de l'urticaire.","0","15","https://medicament.ma/medicament/naureus-5-mg-comprime-pellicule-2/"
"3307","6118000095682","NAUREUS 5 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boite de 15","5 MG","PHARMA5","Désloratadine","Antihistaminique","Commercialisé","R06AX27","38.00","23.80","C","Traitement symptomatique de la rhinite allergique.Traitement symptomatique de l'urticaire.","0","0","https://medicament.ma/medicament/naureus-5-mg-comprime-pellicule/"
"3308","6118000091882","NAUSELIUM 1 MG / ML, Suspension buvable","https://medicament.ma/image/15791/","Flacon de 200 ml","1 MG / ML","PHARMA5","Dompéridone","Antiémetique","Commercialisé","A03FA03","22.90","14.30","C","Soulagement des symptômes de type nausées et vomissements.","0","5","https://medicament.ma/medicament/nauselium-1-mgml/"
"3309","6118000091899","NAUSELIUM 10 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boîte de 20","10 MG","PHARMA5","Dompéridone","Antiémetique","Commercialisé","A03FA03","22.80","14.20","C","Dompéridone est indiqué pour le soulagement des symptômes de type nausées et vomissements.","0","0","https://medicament.ma/medicament/nauselium-10-mg-comprime-pellicule/"
"3312","6118001181773","NAVELBINE 10 MG / ML, Solution injectable","https://medicament.ma/image/15791/","10 Flacons","10 MG / ML","MAPHAR","Vinorelbine","Antinéoplasique","Commercialisé","L01CA04","1666.00","1407.00","A","- cancer du poumon non à petites cellules,- cancer du sein métastatique.","0","12","https://medicament.ma/medicament/navelbine-10-mg-ml-solution-injectable/"
"3313","6118001181780","NAVELBINE 20 MG, Capsule molle","https://medicament.ma/image/15791/","Boîte de 1","20 MG","MAPHAR","Vinorelbine","Antinéoplasique","Commercialisé","L01CA04","771.00","512.00","A","La NAVELBINE orale est indiquée en monochimiothérapie et en polychimiothérapie dans le traitement du :- cancer du poumon non à petites cellules,- cancer du sein métastatique.","0","18","https://medicament.ma/medicament/navelbine-20-mg-capsule-molle/"
"3314","6118001181797","NAVELBINE 30 MG , Capsule molle","https://medicament.ma/image/15791/","Boîte de 1","30 MG","MAPHAR","Vinorelbine","Antinéoplasique","Commercialisé","L01CA04","1028.00","750.00","A","La NAVELBINE orale est indiquée en monochimiothérapie et en polychimiothérapie dans le traitement du :- cancer du poumon non à petites cellules,- cancer du sein métastatique.","0","9","https://medicament.ma/medicament/navelbine-30-mg-capsule-molle/"
"3315","6118001181810","NAVELBINE 50 MG / 5 ML, Solution injectable","https://medicament.ma/image/15791/","10 Flacons","50 MG / 5 ML","MAPHAR","Vinorelbine","Antinéoplasique","Commercialisé","L01CA04","6958.00","6751.00","A","- cancer du poumon non à petites cellules,- cancer du sein métastatique.","0","44","https://medicament.ma/medicament/navelbine-50-mg5-ml-solution-injectable-2/"
"3320","6118001101269","NAZAIR 50 µg, Suspension pour inhalation nasale","https://medicament.ma/image/15791/","Flacon de 100 doses","50 µg","CIPLA MAROC","Fluticasone","Anti-inflammatoire stéroïdien","Commercialisé","R03BA05","70.10","43.80","A",NULL,"0","0","https://medicament.ma/medicament/nazair-50%c2%b5gdose-suspension-pour-inhalation-nasale/"
"3321","6118000041269","NEALGYL 80 MG, Comprimé","https://medicament.ma/image/15791/","Boite de 10","80 MG","BOTTU S.A.","Phloroglucinol","Antispasmodique musculotrope","Commercialisé","A03AX12","18.30","11.40","Aucun","- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires.- Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques.- Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie.- Traitement adjuvant des contractions au cours de la grossesse en association au repos.","0","24","https://medicament.ma/medicament/nealgyl-80-mg-comprime/"
"3324","6118001150052","NEBILET 5 MG, Comprimé quadrisécable","https://medicament.ma/image/15791/","Boîte de 28","5 MG","PHI","Nebivolol","Bêtabloquant cardiosélectif","Commercialisé","C07AB12","87.50","54.70","A","Traitement de l'hypertension artérielle essentielle.","0","12","https://medicament.ma/medicament/nebilet-5-mg-comprime/"
"3325","6118001350049","NEFOPAM MYLAN 20 MG / ML, Solution injectable","https://medicament.ma/image/15791/","Boite de 10 ampoules de 2 ml dosée à 20 mg","20 MG / ML","VIATRIS PHARMACEUTICALS","Nefopam","Analgésique","Commercialisé","N02BG06","67.70","42.30","A","Traitement symptomatique des affections douloureuses aiguës, notamment des douleurs post-opératoires.","0","27","https://medicament.ma/medicament/nefopam-mylan-20mg-ml-solution-injectable/"
"3331","6118000050292","NEOCIP 250 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 10","250 MG","PHI","Ciprofloxacine","Antibiotique : fluoroquinolone","Commercialisé","J01MA02","51.40","32.10","A","La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques.Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques.Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué.Adultes•	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatifo	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO)o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasieo	Pneumonie•	Otite moyenne purulente chronique•	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif•	Infections urinaires•	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues.o	Urétrite et cervicite à gonocoqueso	Orchi-épididymiteo	Affections inflammatoires pelviennes (PID)•	Infections du tube digestif (par ex. diarrhée de voyage)•	Infections intra-abdominales•	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif•	Otite externe maligne•	Infections osseuses et articulaires•	Prévention d'infections invasives à Neisseria meningitidis•	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement)La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne.Enfants et adolescents•	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique.•	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue.Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire.Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents.Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée.Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine.Charbon (adultes et enfants)Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée.","0","11","https://medicament.ma/medicament/neocip-250-mg-comprime/"
"3332","6118000050308","NEOCIP 500 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 10","500 MG","PHI","Ciprofloxacine","Antibiotique : fluoroquinolone","Commercialisé","J01MA02","74.80","46.70","A","La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques.Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques.Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué.Adultes•	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatifo	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO)o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasieo	Pneumonie•	Otite moyenne purulente chronique•	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif•	Infections urinaires•	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues.o	Urétrite et cervicite à gonocoqueso	Orchi-épididymiteo	Affections inflammatoires pelviennes (PID)•	Infections du tube digestif (par ex. diarrhée de voyage)•	Infections intra-abdominales•	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif•	Otite externe maligne•	Infections osseuses et articulaires•	Prévention d'infections invasives à Neisseria meningitidis•	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement)La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne.Enfants et adolescents•	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique.•	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue.Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire.Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents.Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée.Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine.Charbon (adultes et enfants)Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée.","0","20","https://medicament.ma/medicament/neocip-500-mg-comprime/"
"3333","6118000310556","NEOCLAV  500 MG / 62.5 MG, Sachet","https://medicament.ma/image/15791/","Boite de 16","500 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotique, pénicilline avec inhibiteur des bêtalactamases","Commercialisé","J01CR02","76.60","47.90","A","Traitement des infections suivantes chez les adultes et les enfants:- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","15","https://medicament.ma/medicament/neoclav-500-mg-sachets/"
"3334","6118000310570","NEOCLAV 1 G / 125 MG, Sachet","https://medicament.ma/image/15791/","Boite de 12","1 G  | 125 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotiques","Commercialisé","J01CR02","82.20","51.40","A","Traitement des infections suivantes chez les adultes et les enfants:- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","5","https://medicament.ma/medicament/neoclav-1g125mg-sachat/"
"3335","6118000310594","NEOCLAV 1 G / 125 MG, Sachet","https://medicament.ma/image/15791/","Boite de 16","1 G | 125 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotiques","Commercialisé","J01CR02","108.40","67.70","A","Traitement des infections suivantes chez les adultes et les enfants:- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","14","https://medicament.ma/medicament/neoclav-1g125mg-sachet/"
"3336","6118000310600","NEOCLAV 1 G / 125 MG, Sachet","https://medicament.ma/image/15791/","Boite de 24","1 G | 125 MG","PHARMED","Amoxicilline | Acide clavulanique","Antibiotique, pénicilline avec inhibiteur des bêtalactamases","Commercialisé","J01CR02","156.10","97.50","A","Traitement des infections suivantes chez les adultes et les enfants:- sinusite bactérienne aiguë (diagnostiquée de façon appropriée),- otite moyenne aiguë,- exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée),- pneumonie aiguë communautaire,- cystite,- pyélonéphrite,- infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite,- infections des os et des articulations, en particulier ostéomyélite.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","28","https://medicament.ma/medicament/neoclav-1g125mg-poudre-pour-suspension-buvable/"
